player,team,ERA,G,W,L,SV,HLD,WPCT,BF,IP,HA,HRA,BB,HBP,SO,R,ER,WHIP,DIPS,year
小笠原　慎之介,中日,3.64,25,8,10,0,0,0.444,615,143.1,141,16,51,4,115,60,58,1.34,4.10,2021
ロドリゲス,中日,3.65,12,1,4,0,0,0.2,275,61.2,56,8,38,5,61,29,25,1.52,4.82,2021
宮西　尚生,日本ハム,3.65,50,1,2,0,15,0.333,189,44.1,42,3,15,4,49,20,18,1.29,3.01,2021
公文　克彦,日本ハム,3.68,10,0,0,0,0,0.0,34,7.1,12,1,2,1,6,3,3,1.91,4.48,2021
高梨　雄平,巨人,3.69,55,2,2,1,20,0.5,171,39.0,34,2,21,5,47,17,16,1.41,3.07,2021
及川　雅貴,阪神,3.69,39,2,3,0,10,0.4,169,39.0,31,4,24,2,38,18,16,1.41,4.20,2021
山﨑　颯一郎,オリックス,3.69,9,2,2,0,0,0.5,169,39.0,32,1,20,5,29,16,16,1.33,3.89,2021
東浜　巨,ソフトバンク,3.70,14,4,4,0,0,0.5,326,75.1,85,7,22,3,61,36,31,1.42,3.70,2021
橋本　侑樹,中日,3.71,28,0,0,0,1,0.0,112,26.2,26,0,8,1,28,11,11,1.28,1.92,2021
大下　佑馬,ヤクルト,3.72,30,1,0,0,1,1.0,159,38.2,34,5,8,2,32,16,16,1.09,3.77,2021
勝野　昌慶,中日,3.74,17,3,6,0,0,0.333,391,91.1,92,9,31,2,67,38,38,1.35,3.92,2021
村西　良太,オリックス,3.75,18,1,0,1,5,1.0,62,12.0,15,1,9,2,7,7,5,2.00,5.79,2021
小島　和哉,ロッテ,3.76,24,10,4,0,0,0.714,606,146.0,123,16,51,6,92,65,61,1.19,4.44,2021
西　勇輝,阪神,3.76,24,6,9,0,0,0.4,610,143.2,143,12,40,4,95,68,60,1.27,3.68,2021
メルセデス,巨人,3.77,17,7,5,0,0,0.583,369,86.0,96,5,22,5,74,36,36,1.37,3.06,2021
ギャレット,西武,3.77,61,4,3,2,17,0.571,258,57.1,57,6,33,0,59,28,24,1.57,4.15,2021
髙橋　光成,西武,3.78,27,11,9,0,0,0.55,728,173.2,157,23,62,6,127,81,73,1.26,4.55,2021
松本　航,西武,3.79,28,10,8,0,0,0.556,638,149.2,137,15,64,4,130,63,63,1.34,4.05,2021
松本　裕樹,ソフトバンク,3.79,33,3,3,0,4,0.5,306,73.2,64,9,28,2,59,33,31,1.25,4.29,2021
馬場　皐輔,阪神,3.80,44,3,0,0,10,1.0,198,47.1,43,5,17,0,39,23,20,1.27,3.86,2021
九里　亜蓮,広島,3.81,25,13,9,0,0,0.591,647,149.0,150,18,51,8,102,73,63,1.35,4.49,2021
コルニエル,広島,3.82,50,1,2,0,10,0.333,269,61.1,56,8,28,3,79,31,26,1.37,3.76,2021
玉村　昇悟,広島,3.83,17,4,7,0,0,0.364,432,101.0,95,13,40,1,67,47,43,1.34,4.62,2021
バーヘイゲン,日本ハム,3.84,20,5,8,0,0,0.385,407,96.0,90,7,33,6,100,45,41,1.28,3.17,2021
早川　隆久,楽天,3.86,24,9,7,0,0,0.563,565,137.2,132,11,30,2,127,59,59,1.18,2.99,2021
三上　朋也,DeNA,3.86,40,2,1,0,3,0.667,148,35.0,36,5,9,1,25,15,15,1.29,4.32,2021
澤田　圭佑,オリックス,3.86,14,0,0,0,6,0.0,59,14.0,15,0,3,1,14,6,6,1.29,1.98,2021
チェン・ウェイン,阪神,3.86,2,1,0,0,0,1.0,39,9.1,10,0,3,0,7,5,4,1.39,2.58,2021
薮田　和樹,広島,3.86,1,0,0,0,0,0.0,20,4.2,3,0,5,0,2,2,2,1.71,5.48,2021
大竹　寛,巨人,3.86,4,0,0,0,1,0.0,11,2.1,5,0,0,0,0,1,1,2.14,3.12,2021
山岡　泰輔,オリックス,3.89,12,3,4,0,0,0.429,297,69.1,64,7,20,3,74,30,30,1.21,3.29,2021
濵口　遥大,DeNA,3.94,17,5,7,0,0,0.417,387,91.1,73,8,52,3,84,42,40,1.37,4.19,2021
池田　隆英,日本ハム,3.94,18,3,10,0,1,0.231,364,82.1,88,11,35,5,52,42,36,1.49,5.05,2021
上原　健太,日本ハム,3.97,11,0,0,0,0,0.0,47,11.1,8,0,6,0,11,5,5,1.24,2.50,2021
伊藤　翔,西武,4.00,13,0,1,0,2,0.0,91,18.0,22,2,16,2,9,9,8,2.11,6.56,2021
田口　麗斗,ヤクルト,4.02,33,5,9,0,4,0.357,449,100.2,126,10,28,2,81,59,45,1.53,3.61,2021
森脇　亮介,西武,4.02,45,3,1,1,13,0.75,184,40.1,42,3,22,2,29,18,18,1.59,4.36,2021
森　唯斗,ソフトバンク,4.03,30,1,3,15,0,0.25,118,29.0,20,6,10,0,26,13,13,1.03,5.05,2021
能見　篤史,オリックス,4.03,26,0,0,2,5,0.0,103,22.1,26,2,11,3,19,11,10,1.66,4.19,2021
坂本　光士郎,ヤクルト,4.05,36,1,2,0,7,0.333,148,33.1,29,4,17,3,25,17,15,1.38,4.89,2021
鈴木　昭汰,ロッテ,4.08,23,1,4,0,1,0.2,341,79.1,78,10,28,2,76,38,36,1.34,3.98,2021
三嶋　一輝,DeNA,4.08,59,3,5,23,1,0.375,246,57.1,66,8,12,0,57,31,26,1.36,3.52,2021
大江　竜聖,巨人,4.09,47,0,0,0,13,0.0,145,33.0,29,2,17,2,23,16,15,1.39,4.15,2021
大嶺　祐太,ロッテ,4.09,8,1,1,0,0,0.5,51,11.0,15,1,2,0,7,6,5,1.55,3.57,2021
平田　真吾,DeNA,4.10,38,2,0,1,3,1.0,185,41.2,41,6,21,2,34,21,19,1.49,4.94,2021
阪口　皓亮,DeNA,4.11,8,2,3,0,0,0.4,160,35.0,37,4,19,1,18,20,16,1.60,5.29,2021
小川　泰弘,ヤクルト,4.14,23,9,6,0,0,0.6,529,128.1,132,15,30,1,97,64,59,1.26,3.78,2021
岩嵜　翔,ソフトバンク,4.17,48,2,5,6,14,0.286,179,45.1,37,7,11,0,56,21,21,1.06,3.25,2021
鈴木　健矢,日本ハム,4.19,21,0,0,0,0,0.0,84,19.1,17,1,7,3,11,10,9,1.24,3.90,2021
ピープルズ,DeNA,4.21,18,3,4,0,0,0.429,191,47.0,41,5,14,2,41,23,22,1.17,3.78,2021
本田　圭佑,西武,4.21,6,0,3,0,0,0.0,111,25.2,23,3,14,0,9,14,12,1.44,5.57,2021
平井　克典,西武,4.22,25,4,4,0,2,0.5,327,74.2,85,7,19,6,55,40,35,1.39,3.87,2021
塹江　敦哉,広島,4.25,51,5,4,0,17,0.556,202,42.1,48,4,25,1,29,25,20,1.72,4.68,2021
戸郷　翔征,巨人,4.27,26,9,8,0,0,0.529,639,151.2,130,19,58,6,138,75,72,1.24,4.16,2021
笠谷　俊介,ソフトバンク,4.27,16,3,4,0,0,0.429,262,59.0,52,12,35,2,64,30,28,1.47,5.48,2021
大貫　晋一,DeNA,4.34,22,6,7,0,0,0.462,499,112.0,137,9,30,3,106,57,54,1.49,3.10,2021
甲斐野　央,ソフトバンク,4.35,22,0,2,1,4,0.0,88,20.2,16,3,10,2,25,10,10,1.26,4.33,2021
金田　和之,オリックス,4.35,9,0,0,0,0,0.0,45,10.1,8,3,5,2,6,5,5,1.26,7.77,2021
二木　康太,ロッテ,4.38,22,5,7,0,0,0.417,494,117.0,119,24,28,4,77,61,57,1.26,5.27,2021
高木　京介,巨人,4.42,15,1,0,0,1,1.0,81,18.1,22,1,7,0,15,9,9,1.58,3.34,2021
岩下　大輝,ロッテ,4.43,23,8,8,0,1,0.5,514,120.0,110,14,46,2,87,59,59,1.30,4.36,2021
福井　優也,楽天,4.43,19,0,0,0,0,0.0,82,20.1,17,3,6,0,21,10,10,1.13,3.86,2021
竹安　大知,オリックス,4.44,17,3,2,0,0,0.6,207,48.2,48,4,19,1,26,26,24,1.38,4.35,2021
和田　毅,ソフトバンク,4.48,18,5,6,0,0,0.455,396,94.1,95,14,27,3,83,49,47,1.29,4.21,2021
浜地　真澄,阪神,4.50,4,0,0,0,0,0.0,26,6.0,8,0,2,0,6,3,3,1.67,1.62,2021
渡邉　雄大,ソフトバンク,4.50,6,0,0,0,1,0.0,18,4.0,6,0,1,0,4,2,2,1.75,1.87,2021
近藤　廉,中日,4.50,2,0,0,0,0,0.0,10,2.0,1,0,3,0,2,1,1,2.00,5.62,2021
寺島　成輝,ヤクルト,4.50,1,0,0,0,0,0.0,10,2.0,5,0,0,0,0,1,1,2.50,3.12,2021
福谷　浩司,中日,4.53,18,5,10,0,0,0.333,432,103.1,112,10,17,1,73,55,52,1.25,3.46,2021
田中　靖洋,ロッテ,4.54,38,1,2,0,10,0.333,156,33.2,42,3,13,2,20,18,17,1.63,3.98,2021
バード,広島,4.57,33,0,0,0,11,0.0,98,21.2,21,0,13,2,21,11,11,1.57,3.26,2021
ケムナ　誠,広島,4.58,40,2,2,0,12,0.5,175,39.1,45,4,15,2,28,20,20,1.53,4.24,2021
齋藤　友貴哉,阪神,4.63,19,1,1,0,1,0.5,103,23.1,23,1,12,0,26,14,12,1.50,2.99,2021
岩貞　祐太,阪神,4.66,46,4,0,0,12,1.0,174,38.2,42,4,14,3,33,21,20,1.45,3.92,2021
横山　陸人,ロッテ,4.66,10,0,0,0,0,0.0,48,9.2,14,1,3,2,11,6,5,1.76,3.74,2021
サンチェス,巨人,4.68,14,5,5,0,0,0.5,317,73.0,82,13,23,3,54,40,38,1.44,5.02,2021
嘉弥真　新也,ソフトバンク,4.71,58,1,0,0,19,1.0,121,28.2,22,2,13,1,27,16,15,1.22,3.50,2021
中田　廉,広島,4.74,23,0,0,0,6,0.0,89,19.0,20,3,12,1,16,14,10,1.68,5.54,2021
大道　温貴,広島,4.75,24,4,4,0,3,0.5,230,53.0,50,4,25,2,35,30,28,1.42,4.31,2021
二保　旭,ソフトバンク,4.76,2,0,1,0,0,0.0,53,11.1,12,0,5,1,8,7,6,1.50,3.30,2021
本前　郁也,ロッテ,4.78,8,1,2,0,0,0.333,164,37.2,41,7,15,2,17,20,20,1.49,5.99,2021
星　知弥,ヤクルト,4.81,25,0,0,1,7,0.0,108,24.1,23,2,11,0,28,14,13,1.40,3.24,2021
戸根　千明,巨人,4.82,29,2,0,1,0,1.0,161,37.1,25,4,24,3,36,20,20,1.31,4.75,2021
岡田　俊哉,中日,4.86,19,0,1,0,0,0.0,74,16.2,23,1,6,0,10,9,9,1.74,3.78,2021
佐野　泰雄,西武,4.91,23,0,0,0,2,0.0,84,18.1,22,1,8,2,7,10,10,1.64,4.54,2021
直江　大輔,巨人,4.91,4,0,1,1,0,0.0,51,11.0,15,1,4,2,4,6,6,1.73,5.21,2021
美馬　学,ロッテ,4.92,21,6,7,0,0,0.462,506,115.1,139,15,32,4,92,72,63,1.48,4.13,2021
増井　浩俊,オリックス,4.94,15,3,6,0,1,0.333,309,71.0,77,8,29,2,45,47,39,1.49,4.63,2021
京山　将弥,DeNA,4.97,16,2,7,0,0,0.222,353,76.0,91,9,41,2,67,47,42,1.74,4.51,2021
ブセニッツ,楽天,4.97,31,1,0,0,4,1.0,124,29.0,32,1,9,0,23,16,16,1.41,2.91,2021
増田　達至,西武,4.99,33,0,3,8,9,0.0,131,30.2,32,4,7,1,23,17,17,1.27,4.00,2021
涌井　秀章,楽天,5.04,21,6,8,0,0,0.429,420,96.1,110,7,26,2,76,57,54,1.41,3.36,2021
津留﨑　大成,楽天,5.06,11,0,0,0,1,0.0,47,10.2,11,0,5,0,7,6,6,1.50,2.93,2021
ダーモディ,西武,5.13,11,0,2,0,0,0.0,151,33.1,46,2,13,0,22,22,19,1.77,3.75,2021
国吉　佑樹,DeNA,5.16,18,1,1,0,0,0.5,125,29.2,24,1,13,1,37,18,17,1.25,2.38,2021
シャッケルフォード,DeNA,5.17,32,1,0,1,4,1.0,141,31.1,28,3,16,5,34,19,18,1.40,4.21,2021
ハーマン,ロッテ,5.19,45,1,1,0,24,0.5,189,43.1,47,7,13,1,38,26,25,1.38,4.37,2021
藤浪　晋太郎,阪神,5.21,21,3,3,0,4,0.5,238,48.1,47,4,40,4,52,29,28,1.80,4.78,2021
谷川　昌希,日本ハム,5.23,9,1,0,0,0,1.0,43,10.1,9,1,4,0,8,7,6,1.26,3.99,2021
坂本　裕哉,DeNA,5.25,16,4,6,0,0,0.4,310,70.1,89,9,22,3,46,43,41,1.58,4.54,2021
高橋　昂也,広島,5.28,15,5,7,0,0,0.417,326,73.1,85,9,24,2,54,44,43,1.49,4.31,2021
二保　旭,阪神,5.28,4,1,1,0,0,0.5,70,15.1,17,3,7,1,9,10,9,1.57,6.05,2021
鈴木　博志,中日,5.31,18,2,0,0,0,1.0,91,20.1,22,2,5,2,11,12,12,1.33,4.35,2021
桜井　俊貴,巨人,5.40,29,1,0,0,6,1.0,145,33.1,35,7,16,1,20,20,20,1.53,6.09,2021
渡邊　佑樹,楽天,5.40,9,0,0,0,2,0.0,23,5.0,5,1,2,2,4,3,3,1.40,6.52,2021
東條　大樹,ロッテ,5.40,5,0,0,0,1,0.0,20,3.1,7,0,5,0,0,2,2,3.60,7.62,2021
石田　健大,DeNA,5.73,33,1,2,0,2,0.333,168,37.2,44,4,18,2,39,24,24,1.65,3.94,2021
高橋　礼,ソフトバンク,5.82,11,1,1,0,0,0.5,168,34.0,31,3,32,6,14,25,22,1.85,6.80,2021
ニール,西武,5.85,11,1,6,0,0,0.143,262,60.0,76,3,15,3,26,41,39,1.52,3.80,2021
内間　拓馬,楽天,5.91,11,0,0,0,0,0.0,45,10.2,9,0,4,1,16,7,7,1.22,1.53,2021
スチュワート・ジュニア,ソフトバンク,6.08,11,0,2,0,1,0.0,112,23.2,21,0,21,1,36,18,16,1.77,2.87,2021
吉田　大喜,ヤクルト,6.17,16,1,1,0,0,0.5,111,23.1,31,5,12,0,26,17,16,1.84,5.09,2021
宮國　椋丞,DeNA,6.19,3,1,1,0,0,0.5,68,16.0,18,3,5,0,14,11,11,1.44,4.75,2021
金子　弌大,日本ハム,6.21,8,0,4,0,0,0.0,149,33.1,42,4,13,3,22,23,23,1.65,4.71,2021
石井　大智,阪神,6.23,18,0,1,0,0,0.0,75,17.1,17,3,6,0,16,12,12,1.33,4.39,2021
笠原　祥太郎,中日,6.30,4,0,2,0,0,0.0,94,20.0,20,4,17,0,13,14,14,1.85,6.82,2021
野村　祐輔,広島,6.31,8,0,4,0,0,0.0,171,35.2,48,6,17,2,29,25,25,1.82,5.11,2021
上間　永遠,西武,6.33,5,1,1,0,0,0.5,94,21.1,26,3,9,0,10,15,15,1.64,5.28,2021
山本　拓実,中日,6.43,9,1,0,0,0,1.0,67,14.0,16,1,8,1,12,10,10,1.71,4.26,2021
中川　虎大,DeNA,6.49,7,0,1,0,0,0.0,122,26.1,32,3,15,0,24,22,19,1.78,4.49,2021
宮川　哲,西武,6.57,29,1,2,0,6,0.333,117,24.2,23,4,18,3,30,18,18,1.66,5.35,2021
浜屋　将太,西武,6.63,8,1,6,0,0,0.143,174,36.2,39,8,26,4,26,27,27,1.77,6.99,2021
遠藤　淳志,広島,6.75,2,0,0,0,0,0.0,36,6.2,9,2,6,1,11,6,5,2.25,6.87,2021
三ツ間　卓也,中日,6.75,5,0,0,0,0,0.0,28,5.1,10,1,1,0,6,5,4,2.06,3.87,2021
スパークマン,オリックス,6.88,6,0,1,0,0,0.0,73,17.0,15,4,8,1,14,13,13,1.35,6.12,2021
上茶谷　大河,DeNA,7.15,8,1,3,0,0,0.25,155,34.0,37,5,17,1,26,27,27,1.59,5.00,2021
弓削　隼人,楽天,7.24,5,1,1,0,0,0.5,65,13.2,20,0,6,1,6,11,11,1.90,3.78,2021
長谷川　凌汰,日本ハム,7.36,5,0,0,0,2,0.0,16,3.2,2,0,3,0,1,3,3,1.36,5.03,2021
阿部　翔太,オリックス,7.36,4,0,0,0,0,0.0,16,3.2,4,1,1,0,3,3,3,1.36,5.85,2021
本田　仁海,オリックス,7.45,2,0,1,0,0,0.0,45,9.2,13,2,5,0,4,8,8,1.86,6.53,2021
土居　豪人,ロッテ,7.53,14,0,0,0,0,0.0,65,14.1,15,3,11,1,10,12,12,1.81,6.96,2021
風張　蓮,DeNA,7.71,5,0,0,0,0,0.0,33,7.0,12,2,0,0,6,6,6,1.71,5.12,2021
内海　哲也,西武,7.71,2,1,0,0,0,1.0,36,7.0,11,2,5,0,3,6,6,2.29,8.12,2021
川原　弘之,ソフトバンク,7.71,3,0,0,0,0,0.0,14,2.1,3,0,3,1,2,2,2,2.57,6.55,2021
沼田　翔平,巨人,7.71,2,0,0,0,0,0.0,11,2.1,3,1,1,0,3,2,2,1.71,6.12,2021
入江　大生,DeNA,7.85,4,0,4,0,0,0.0,80,18.1,22,4,5,1,14,18,16,1.47,5.41,2021
加治屋　蓮,阪神,7.94,7,1,2,0,1,0.333,29,5.2,7,1,1,1,3,6,5,1.41,5.41,2021
小野　泰己,阪神,7.98,12,0,0,0,0,0.0,71,14.2,17,1,8,1,14,13,13,1.70,3.94,2021
佐々木　健,西武,8.31,5,0,0,0,0,0.0,46,8.2,13,1,8,1,4,9,8,2.42,6.81,2021
鈴木　優,オリックス,9.00,11,0,0,0,0,0.0,45,10.0,9,4,5,2,10,10,10,1.40,8.42,2021
岡野　祐一郎,中日,9.00,2,0,2,0,0,0.0,40,8.0,13,0,2,1,3,10,8,1.88,3.12,2021
桑原　謙太朗,阪神,9.00,7,0,0,0,0,0.0,33,7.0,8,2,4,1,7,7,7,1.71,6.98,2021
小川　龍也,西武,9.00,5,0,0,0,0,0.0,11,2.0,2,1,3,0,1,2,2,2.50,13.12,2021
吉田　輝星,日本ハム,9.00,1,0,1,0,0,0.0,14,2.0,4,1,3,0,2,7,2,3.50,12.12,2021
村田　透,日本ハム,9.31,8,0,0,0,0,0.0,53,9.2,18,1,9,0,5,10,10,2.79,6.22,2021
髙田　萌生,楽天,9.39,4,0,1,0,0,0.0,39,7.2,13,1,5,0,8,9,8,2.35,4.69,2021
フランスア,広島,9.53,8,1,2,0,1,0.333,31,5.2,9,1,5,0,5,6,6,2.47,5.77,2021
小林　樹斗,広島,9.82,1,0,0,0,0,0.0,20,3.2,6,0,2,0,6,6,4,2.18,1.48,2021
杉山　晃基,ヤクルト,9.95,4,0,0,0,0,0.0,30,6.1,9,2,2,1,4,7,7,1.74,7.38,2021
齋藤　綱記,オリックス,10.13,4,0,0,0,0,0.0,12,2.2,2,1,2,0,3,3,3,1.50,8.00,2021
ネバラスカス,広島,10.13,1,0,1,0,0,0.0,15,2.2,3,0,5,0,2,3,3,3.00,7.25,2021
井上　広輝,西武,10.38,4,0,0,0,0,0.0,28,4.1,9,1,6,0,5,5,5,3.46,7.97,2021
長谷川　宙輝,ヤクルト,10.80,4,1,0,0,0,1.0,18,3.1,4,2,3,0,3,5,4,2.10,11.82,2021
バルガス,オリックス,11.00,5,1,1,0,1,0.5,45,9.0,13,4,4,1,7,11,11,1.89,9.01,2021
中村　祐太,広島,11.08,3,0,3,0,0,0.0,65,13.0,21,3,5,0,6,17,16,2.00,6.35,2021
松岡　洸希,西武,11.25,5,0,0,0,0,0.0,22,4.0,5,0,5,1,1,5,5,2.50,7.12,2021
釜田　佳直,楽天,11.25,1,0,0,0,0,0.0,19,4.0,8,1,1,0,2,5,5,2.25,6.12,2021
矢崎　拓也,広島,11.57,4,0,0,0,0,0.0,34,7.0,7,1,7,0,6,9,9,2.00,6.26,2021
福田　俊,日本ハム,11.57,5,0,0,0,0,0.0,25,4.2,9,1,1,0,3,8,6,2.14,5.26,2021
守屋　功輝,阪神,12.00,2,0,0,0,0,0.0,16,3.0,5,1,1,1,3,4,4,2.00,7.45,2021
藤井　黎來,広島,12.71,5,0,0,0,0,0.0,32,5.2,11,1,3,1,7,8,8,2.47,5.06,2021
張　奕,オリックス,13.06,8,0,1,0,3,0.0,54,10.1,21,4,2,0,15,15,15,2.23,5.83,2021
佐藤　優,中日,13.50,4,0,0,0,0,0.0,32,5.1,13,1,2,0,4,11,8,2.81,5.18,2021
中﨑　翔太,広島,13.50,4,0,0,0,0,0.0,24,4.0,9,0,2,0,1,8,6,2.75,4.12,2021
土肥　星也,ロッテ,13.50,1,0,1,0,0,0.0,11,2.0,6,1,0,0,0,3,3,3.00,9.62,2021
井納　翔一,巨人,14.40,5,0,1,0,0,0.0,26,5.0,11,3,1,0,5,8,8,2.40,9.52,2021
平内　龍太,巨人,14.40,3,0,1,0,0,0.0,24,5.0,8,2,2,0,5,8,8,2.00,7.52,2021
バンデンハーク,ヤクルト,15.43,2,0,1,0,0,0.0,28,4.2,11,2,2,1,4,8,8,2.79,8.91,2021
榊原　翼,オリックス,15.43,1,0,0,0,0,0.0,16,2.1,4,0,5,0,2,4,4,3.86,7.83,2021
大竹　耕太郎,ソフトバンク,15.75,2,0,1,0,1,0.0,22,4.0,7,0,3,0,1,7,7,2.50,4.87,2021
吉川　光夫,西武,16.62,5,0,0,0,0,0.0,26,4.1,8,1,6,0,0,8,8,3.23,10.27,2021
村上　頌樹,阪神,16.88,2,0,1,0,0,0.0,30,5.1,9,3,5,0,0,10,10,2.63,13.25,2021
菅原　秀,楽天,16.88,1,0,0,0,0,0.0,16,2.2,2,0,5,1,0,5,5,2.63,9.87,2021
湯浅　京己,阪神,18.00,3,0,0,0,0,0.0,21,3.0,10,0,2,0,2,7,6,4.00,3.79,2021
古川　侑利,巨人,18.00,1,0,0,0,0,0.0,11,2.0,3,1,3,1,0,4,4,3.00,14.12,2021
山野　太一,ヤクルト,47.25,1,0,0,0,0,0.0,12,1.1,5,0,2,1,3,7,7,5.25,5.37,2021
笠井　崇正,DeNA,54.00,1,0,0,0,0,0.0,11,1.0,5,1,2,1,1,6,6,7.00,23.12,2021
公文　克彦,西武,0.00,18,0,0,0,7,0.0,36,9.0,5,0,5,1,8,0,0,1.11,3.34,2022
田中　正義,ソフトバンク,0.00,5,0,0,0,1,0.0,16,5.0,2,0,0,0,6,0,0,0.40,0.72,2022
福山　博之,楽天,0.00,3,0,0,0,0,0.0,11,3.0,3,0,0,0,3,0,0,1.00,1.12,2022
達　孝太,日本ハム,0.00,1,0,0,0,0,0.0,12,3.0,1,0,3,0,0,0,0,1.33,6.12,2022
森原　康平,楽天,0.00,3,0,0,0,1,0.0,11,2.1,3,0,1,0,3,0,0,1.71,1.83,2022
佐野　泰雄,西武,0.00,2,0,0,0,0,0.0,9,2.0,0,0,2,1,0,0,0,1.00,7.62,2022
長谷川　威展,日本ハム,0.00,2,0,0,0,1,0.0,9,2.0,2,0,1,0,2,0,0,1.50,2.62,2022
山本　一輝,巨人,0.00,2,0,0,0,0,0.0,10,2.0,2,0,1,0,0,1,0,1.50,4.62,2022
山口　俊,巨人,0.00,1,0,0,0,0,0.0,8,2.0,0,0,2,0,4,0,0,1.00,2.12,2022
土肥　星也,ロッテ,0.00,1,1,0,0,0,1.0,6,1.0,2,0,1,0,0,0,0,3.00,6.12,2022
内間　拓馬,楽天,0.00,1,0,0,0,0,0.0,4,1.0,1,0,0,0,0,0,0,1.00,3.12,2022
畔柳　亨丞,日本ハム,0.00,1,0,0,0,1,0.0,4,1.0,1,0,0,0,0,0,0,1.00,3.12,2022
竹山　日向,ヤクルト,0.00,1,0,0,0,0,0.0,3,1.0,0,0,0,0,1,0,0,0.00,1.12,2022
杉山　晃基,ヤクルト,0.00,1,0,0,0,0,0.0,4,0.2,2,0,0,0,0,0,0,3.00,3.12,2022
岩下　大輝,ロッテ,0.55,14,1,0,0,3,1.0,61,16.1,6,1,8,0,9,1,1,0.86,4.10,2022
阿部　翔太,オリックス,0.61,44,1,0,3,22,1.0,166,44.0,22,1,10,2,42,3,3,0.73,2.19,2022
石井　大智,阪神,0.75,18,0,1,0,0,0.0,94,24.0,11,2,9,2,24,4,2,0.83,3.33,2022
宇田川　優希,オリックス,0.81,19,2,1,0,3,0.667,87,22.1,10,1,12,0,32,2,2,0.99,2.18,2022
福田　俊,日本ハム,0.87,13,0,0,0,3,0.0,45,10.1,7,0,7,0,11,1,1,1.35,3.02,2022
奥村　政稔,ソフトバンク,0.90,4,0,0,0,0,0.0,34,10.0,5,1,1,0,7,1,1,0.60,3.32,2022
オスナ,ロッテ,0.91,29,4,1,10,9,0.8,107,29.2,15,1,3,1,32,3,3,0.61,1.81,2022
Ｒ．マルティネス,中日,0.97,56,4,3,39,5,0.571,213,55.2,30,2,12,4,62,6,6,0.75,2.11,2022
嘉弥真　新也,ソフトバンク,0.99,56,0,0,0,28,0.0,109,27.1,18,1,11,1,22,3,3,1.06,3.19,2022
椋木　蓮,オリックス,1.02,4,2,1,0,0,0.667,69,17.2,8,0,8,1,21,2,2,0.91,2.27,2022
モイネロ,ソフトバンク,1.03,53,1,1,24,8,0.5,202,52.2,22,2,20,2,87,10,6,0.80,1.51,2022
メネズ,日本ハム,1.08,15,1,0,0,6,1.0,97,25.0,14,1,13,1,28,5,3,1.08,3.08,2022
湯浅　京己,阪神,1.09,59,2,3,0,43,0.4,221,58.0,38,1,12,0,67,7,7,0.86,1.65,2022
藤井　皓哉,ソフトバンク,1.12,55,5,1,3,22,0.833,218,56.1,18,4,27,1,81,9,7,0.80,2.50,2022
浜地　真澄,阪神,1.14,52,1,3,0,21,0.25,181,47.1,38,3,5,0,38,9,6,0.91,2.59,2022
ロドリゲス,中日,1.15,56,6,2,0,39,0.75,218,54.2,32,0,18,4,60,9,7,0.91,2.02,2022
清水　昇,ヤクルト,1.16,50,5,4,0,28,0.556,173,46.2,23,1,14,1,43,6,6,0.79,2.33,2022
田口　麗斗,ヤクルト,1.25,45,1,1,2,18,0.5,143,36.0,30,0,8,3,31,7,5,1.06,2.15,2022
山﨑　康晃,DeNA,1.33,56,0,2,37,3,0.0,197,54.1,29,4,9,0,42,9,8,0.70,2.97,2022
山下　輝,ヤクルト,1.46,2,1,1,0,0,0.5,54,12.1,14,0,5,1,3,2,2,1.54,4.09,2022
栗林　良吏,広島,1.49,48,0,2,31,6,0.0,185,48.1,22,0,15,2,59,8,8,0.77,1.61,2022
才木　浩人,阪神,1.53,9,4,1,0,0,0.8,186,47.0,40,4,11,0,43,10,8,1.09,3.03,2022
宮森　智志,楽天,1.54,26,1,1,1,7,0.5,92,23.1,12,0,12,2,23,4,4,1.03,2.95,2022
平良　海馬,西武,1.56,61,1,3,9,34,0.25,226,57.2,36,2,18,2,75,15,10,0.94,1.80,2022
平野　佳寿,オリックス,1.57,48,3,2,28,8,0.6,175,46.0,25,3,12,2,42,8,8,0.80,3.05,2022
小林　慶祐,阪神,1.59,10,0,0,0,0,0.0,47,11.1,12,1,4,0,9,2,2,1.41,3.47,2022
山本　由伸,オリックス,1.68,26,15,5,0,0,0.75,747,193.0,137,6,42,5,205,42,36,0.93,2.13,2022
大江　竜聖,巨人,1.69,3,0,0,0,0,0.0,26,5.1,5,1,3,1,5,2,1,1.50,5.93,2022
伊勢　大夢,DeNA,1.72,71,3,3,1,39,0.5,269,68.0,52,1,17,5,69,14,13,1.01,2.08,2022
森脇　亮介,西武,1.72,43,1,1,1,10,0.5,148,36.2,30,2,8,2,33,10,7,1.04,2.77,2022
西野　勇士,ロッテ,1.73,37,3,3,0,15,0.5,152,36.1,28,4,17,0,35,8,7,1.24,3.95,2022
石山　泰稚,ヤクルト,1.75,38,2,0,0,16,1.0,148,36.0,27,0,14,2,35,7,7,1.14,2.34,2022
水上　由伸,西武,1.77,60,4,4,1,31,0.5,218,56.0,34,1,17,5,40,13,11,0.91,3.05,2022
井納　翔一,巨人,1.80,7,1,0,0,1,1.0,22,5.0,5,0,2,0,4,1,1,1.40,2.72,2022
国吉　佑樹,ロッテ,1.80,6,0,0,0,0,0.0,22,5.0,5,0,3,0,4,1,1,1.60,3.32,2022
